facility_name,specialty,procedures,equipment,capability,is_suspicious,suspicion_reason,unique_id
SOMACAS Hospital,internalMedicine,"['in-patient and out-patient medical services', 'surgical services', 'laboratory services', 'ante-natal services', 'pharmacy services', 'ultrasound scans', 'ECG', 'endoscopy', 'Catering services', 'optometry services', 'community outreach']","['ultrasound machines', 'ECG machines', 'endoscopy machines', 'lab tools']","['24/7 inpatient services available', '24-hour outpatient services available', 'Inpatient and outpatient medical services are provided', 'Maternity and Fertility services including prenatal care, labor, delivery and postnatal care', 'Pediatric care services provided', 'Emergency care provided on-site']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,35a0ad65-75a6-425b-9131-a8ce2731b981
Sonotech,familyMedicine,[],[],['Provides 24-hour medical services'],False,,2330ed5b-cc1a-4aaa-86ee-2a041176905a
Spark Health Care,internalMedicine,[],[],['Always open'],False,,da9c9192-b8e4-4d5f-99f4-6e68287a7d9c
Specialist Health Ghana Dental Clinic,dentistry,[],[],[],False,,3a51b994-67dc-4639-8974-bd27c1b91b7c
Spectra Health Ghana,internalMedicine,[],[],[],False,,a824d83a-11c2-420c-8078-d47ba77e4eb2
Spine and Nerve Center - Ghana,internalMedicine,"['spinal decompression therapy', 'cold laser therapy']",[],[],False,,ac144dab-0159-4bb7-81eb-408dbb871cfc
Springfield Dental Clinic - Weija-Broadcasting Junction,dentistry,"['cosmetic dentistry', 'orthodontic dentistry', 'general dentistry', 'emergency dentistry']",[],"['Offers cosmetic, orthodontic, general, and emergency dentistry', 'States it is equipped with state-of-the-art technology']",False,,f4d8ae3f-bd24-4194-b235-06224a6514d5
Springfield Dental Clinic Ghana,dentistry,[],[],[],False,,1a0dfcdb-bf42-401a-90ba-637acf3e506e
St Anthony,internalMedicine,[],[],['Collaborates with SOSSAH Ghana to improve hospital infrastructure and care'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,39daae91-222f-4fb4-b83e-580b4a229fa2
St Benito Menni Hospital,internalMedicine,"['outpatient unit', 'emergency services', 'medical outreach team', 'day care centre']",[],"['outpatient unit', 'emergency services', 'medical outreach team', 'day care centre']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,efcfe10d-ff9d-4e82-adcb-53d83839c116
St John,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,070d9f58-2435-4a52-b660-1308367cc36c
St Marks Anglican Clinic,familyMedicine,['general health services'],[],[],False,,590bce63-122d-4ada-b5c2-d68dad57a583
St Mathew,internalMedicine,[],[],[],False,,d9114b20-f401-4f8b-b2b1-5845ad75e56f
St Peter,internalMedicine,"['Asthma clinic', 'Sickle Cell Disease clinic']",[],"['CHAG hospital', 'Monday clinic days']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,088cbf1a-8009-4d36-8196-09269469cd34
St Theresas Health Centre,familyMedicine,['general services'],[],['NHIS accredited'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,af28734e-d217-4efd-9719-cbdf24b29675
St. Andrew Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,24a36579-0841-4bfb-ab45-2411d86d8d36
"St. Andrew Catholic Hospital, Kordiabe",internalMedicine,"['General OPD', 'Emergency', 'Pharmacy', 'Laboratory', 'Obs & Gyne', 'Public Health Unit', 'Physiotherapy', 'IPD Services', 'Theatre', 'Dental Clinic', 'Eye Clinc', 'Wellness Center', 'Imaging']",['Imaging'],"['Operates 24/7 (seven days a week)', 'Offers General OPD, Emergency, Pharmacy, Laboratory, Obs & Gyne, Public Health Unit, Physiotherapy, IPD Services, Theatre, Dental Clinic, Eye Clinc, Wellness Center, Imaging']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,4b7a832c-2ccb-4596-aafe-ee5c2d14f578
St. Anne’s Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,52e97663-ba55-4fa4-b193-3c1a31663ad1
St. Anthony Ann Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,02308ae4-0a91-45ec-8068-ddebb58673f0
St. Anthony’s Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,011ce66a-0ccf-408e-82cc-6c445f323055
"St. Anthony’s Clinic - Community 1, Tema",internalMedicine,[],[],[],False,,e7943f48-36c2-4b73-960d-9ffc1cb0e5d8
St. Anthony’s Hospital - Dzodze,internalMedicine,"['Team Preventive Healthcare runs annual free health screenings and aims to develop local self-reliance networks around Dzodze', 'Project to secure a new hospital generator for reliable power supply', 'Digitalization of patient records initiative', 'Maintenance of the Orthopedic Department as an ongoing operational capability', 'Outreach programs and health education for Covid-19 and general community health', 'Collaboration with SOSSAH to improve hospital equipment and services']",['hospital generator'],"['Team Preventive Healthcare runs annual free health screenings and aims to develop local self-reliance networks around Dzodze', 'Maintenance of the Orthopedic Department as an ongoing operational capability']",False,,e6fe3834-10d8-48e9-a1ea-b1a9d5d33c24
"St. Dominic Catholic Hospital, Akwatia",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,669cf55f-a9a9-4b6d-916c-e798699f48f8
"St. Dominic Catholic Hospital, Akwatia",internalMedicine,[],[],"['Has a 357-bed capacity.', 'Is a secondary health facility in Ghana.', 'Operates 24/7.']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,62002b20-6185-4e51-94af-d05682608f31
St. Edward Clinic,internalMedicine,[],[],[],False,,10af5544-bddc-454b-ad1f-a73212486815
ST. FF Specialist Hospital,internalMedicine,[],[],"['Opened on 28 January 2024', 'Operates 24/7', 'ST. FF Specialist Hospital is Always open']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c9482516-561e-4f37-a4d6-65f3543d9236
St. Francis Xavier Hospital,internalMedicine,"['Offers OPD and inpatient services', 'Offers Radiology Specialist Services', 'Offers Laboratory Services', 'Offers Mortuary Services', 'Offers TB Control and HIV/AIDS Programme', 'Offers Emergency Medicine and Blood Transfusion Services']","['Includes departments and units such as Laboratory Unit, Accident & Emergency Unit, Medical Ward, Physiotherapy, Pharmacy Unit, Dental Unit, Ear, Nose & Throat Unit, and Ophthalmology']","['Has a bed capacity of 156.', 'Is an accredited NHIS facility.', 'Safecare assessment in 2020 placed the facility at level 4.', 'Adjudged the first best performing hospital in the Central Region by the Central Regional Health Directorate in 2021.', 'Provides 24-hour emergency and ambulance service.']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0e03b1d5-4691-4671-968a-215fd301be53
St. Gregory Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,4ea451e9-87c5-40ce-b5ed-bbeb1feda053
St. John Ambulance Ghana,emergencyMedicine,['Provides Emergency Medical Service under the subvention of the Ministry of Health'],[],['Provides Emergency Medical Service under the subvention of the Ministry of Health'],False,,51b904d1-c77d-4033-9971-c490ea0be842
St. John Ambulance Ghana,emergencyMedicine,"['Provides Emergency Medical Service under the subvention of the Ministry of Health', 'Hosts CPR training sessions for the public at the Accra Mall Food Court']",[],[],False,,656d9bc1-d301-4c81-82c7-bf26b7eba51d
St. John of God Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,738e0f27-d8a0-4e1f-9931-1c2b04c17b90
St. John of God Hospital (ASAFO),generalSurgery,"['Provides General OPD', 'Provides Emergency services', 'Provides Inpatient Care', 'Provides Maternity services', 'Provides Surgery services', 'Provides Obstetrics & Gynaecology Services', 'Provides Orthopaedic consultations', 'Provides Laboratory services', 'Provides Pharmacy services', 'Provides X-ray services', 'Provides ECG services', 'Provides Ultrasound Scan services', 'Provides Antenatal services', 'Provides Postnatal care', 'Provides Child welfare services', 'Provides School Health services', 'Provides Adolescent Health services', 'Provides Reproductive & Child Health services', 'Provides Counselling & Testing for HIV & PMTCT', 'Provides Eye Services']","['X-ray services', 'ECG services', 'Ultrasound Scan services']","['Provides General OPD', 'Provides Emergency services', 'Provides Inpatient Care', 'Provides Maternity services', 'Provides Surgery services', 'Provides Obstetrics & Gynaecology Services', 'Provides Orthopaedic consultations', 'Provides Laboratory services', 'Provides Pharmacy services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1a0f4da9-43d8-4714-9cc5-915cc04c7f24
St. John Of God prosthetics and orthotics rehab. Center,familyMedicine,['prosthetics and orthotics rehabilitation services'],[],['prosthetics and orthotics rehabilitation services'],False,,dd36fe9b-733d-4f38-8517-15b73baa977e
"St. Joseph Catholic Hospital, Nkwanta",internalMedicine,['Offers free eye screening and cataract surgery'],[],"['SafeCare level 4 health facility in the Oti Region, Ghana', 'Based in Nkwanta, Oti Region, Ghana']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,f0369bce-190e-49a1-84c6-d1c15c62e6b7
St. Joseph Hospital in Koforidua – Ghana,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,eb2655f3-3166-43f2-a4cb-9ff8f3d2eb71
St. Jude Hospital Gh,gynecologyAndObstetrics,['Offers obstetrics and gynecology services'],[],['Private healthcare facility operating in Obuasi Municipal since 1987'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,2dada6f9-791c-49be-b4aa-1976f1feab56
St. Lucas Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b732ab2c-4257-483a-8890-c9d4c606d909
St. Luke Catholic Hospital,internalMedicine,[],[],['St. Luke Catholic Hospital is a district hospital'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,e0121cab-9bc1-4107-81b1-d3199731a502
St. Luke’s Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,557a9e52-076c-4eab-b940-f9e75ee9e4b7
St. Luke,internalMedicine,[],[],[],False,,145dfd71-6a15-4747-88cf-d5722965584a
St. Martin de Porres Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,6dbf0177-e4cf-4041-aaaa-e1970857ed4d
St. Martin’s Catholic Hospi,internalMedicine,[],[],[],False,,c3d1583b-c8ec-4d79-8b81-f2c569573298
St. Martin’s Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,fe56bf67-c44f-4e94-b524-3196c982d91f
St. Martins Catholic Hospital - Agroyesum,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d06306eb-a989-40a5-a1a2-0fde7ec3f2f1
St. Mary Theresa Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,8c75375d-c575-40ff-b151-3fadacfaf469
St. Marys Anglican Clinic,internalMedicine,[],[],[],False,,4d389f6b-314f-471a-93a6-862cf9d78b47
St. Matthew’s Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,54e81a7b-6d29-45e0-a4bb-85909248a730
St. Michael’s Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5436f4fe-35e6-4c35-9678-dc56b2893e2b
ST. Micheal Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,809f0853-6f73-4e29-a445-79ab1f500c00
St. Paul’s Dental Clinic,dentistry,['dental care'],[],[],False,,8ac5f616-789f-4ad4-8d36-601f5a85b1d5
St. Paul’s Dental Clinic,dentistry,['pediatric dentistry services'],[],"['same-day appointments available', 'walk-ins accepted', 'insurance accepted', 'flexible scheduling']",False,,e7086144-9d7a-47dc-89c5-9cc229ed81d3
"St. Vincent De Paul Clinic, Drobonso",internalMedicine,[],[],[],False,,eb6f78dd-0ddc-4250-ad59-5db6afc12a3f
St.Andrews Clinic,familyMedicine,"['General Practitioner', 'Physician Specialist']",[],['Offers General Practitioner and Physician Specialist healthcare services'],False,,3bfaeec4-6065-4e95-9691-e38dcadcc806
St.Ann’s Midwife/Maternity,gynecologyAndObstetrics,[],[],[],False,,97d9c1b4-3d82-4333-a473-24f4f5d98f3c
"St.Joseph Hospital, Nkwanta",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,629d70bd-38e8-4e89-8366-41ab25cab56d
Star Lab Diagnostic- Yendi,internalMedicine,[],[],[],False,,65d36bd8-d128-40d6-a8db-00ea7544296f
Stratford Health Care,familyMedicine,[],[],[],False,,68551392-88ff-4f48-a932-e181474b22ac
Suhum Government Hospital,generalSurgery,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,6265a54e-1c5f-4044-b27a-f56947e0aa58
Suncity Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1217e482-a713-427b-8523-b8a8e1ee50e7
Sunshine Ophthalmic Consult,ophthalmology,"['General eye services', 'eye surgery', 'optical services', 'refraction', 'glaucoma monitoring', 'outreach']",[],[],False,,a04cc44f-df72-415d-b52a-14bfac90776e
Sunyani Municipal Hospital,internalMedicine,['Offers general healthcare services'],[],"['Open 24 hours daily', 'NHIS accredited', 'Government primary hospital', 'Provides general healthcare services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,2f1dffa5-5a85-4e27-9d4f-ca413163e0e3
Sunyani Teaching Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9e39e6bc-fb5f-418f-ac98-c64c944c3a6b
Sunyani Teaching Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9441fad3-db74-4b54-a0bb-274553cfc2f9
Supercare Specialist Medical & Ho Fertility Center,internalMedicine,[],[],[],False,,77aaa43c-37ec-47b5-93e9-236c427b123f
Superior Medical Centre,internalMedicine,"['Offers 24/7 availability of services', 'Obstetrics and Gynecology department provides pregnancy-related services and rapid access clinics for women with abnormal symptoms', 'On-site Pharmaceutical Services provide medications with prescription without requiring a doctor visit']",['advanced surgical technology'],"['Staffed by duly qualified and registered physicians and nurses', 'Medical Officers include Dr Laud K. O. Kassim and Dr Doreen A. Akum-Yong', 'Nurse-Midwife Matilda Frimpomaa Kusi has 17 years of experience and has been with Superior Medical Centre since 2005']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b6c349b6-d370-4f23-8b76-f20478c466cb
Superior Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,8a06a879-f0d0-477d-a735-172f489b0d09
SVG Africa,generalSurgery,[],[],[],False,,35db27c1-3a1a-44cc-a3ab-714fc77d451c
Swan Clinic and Medical Laboratory,internalMedicine,"['emergency medicine', 'acute care', 'antenatal care', 'gynecological care', 'general surgery', 'physiotherapy']",[],"['24-hour support', '24/7 doctor availability', 'maternity services', 'NHIS accredited']",False,,e6cb0f07-48ad-49f9-8503-4ea0eb16d55f
"Swan Medical Centre, Osu Ako-Adjei opp. Kingdom Books and Stationery., Accra, Ghana",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9ce23a20-fddf-4501-9338-41fe35162eef
Swan Medical Laboratory,internalMedicine,"['NHIS accredited with emergency services and acute care for walk-in patients', '24-hour support available', 'Doctors available 24/7 (consulting hours: Monday–Sunday 24hrs)']","['Microbiology', 'Biochemistry', 'Serology', 'Hematology']","['Established in 1982', '24-hour support available', 'Doctors available 24/7 (consulting hours: Monday–Sunday 24hrs)']",False,,9916f9be-224a-4458-8cea-2965af936770
Sweden Ghana Medical Centre-SGMC,internalMedicine,['Provides comprehensive cancer care across all specialties'],[],['Provides comprehensive cancer care across all specialties'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,2635c308-ff28-4630-9724-136937c9062f
Swedru Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d7580046-d059-4754-84df-2d73f30e173b
Swedru Municipal Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5e1632aa-37d2-45ac-a5b5-098c2d1b0325
Swedru Municipal Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ec0275d1-76a4-4947-b720-8ff4d8cfa124
Synlab Ghana (Koforidua Depot),internalMedicine,['Provides diagnostic and laboratory services'],[],"['Provides diagnostic and laboratory services', 'Remains open for business during Easter holidays', 'All SYNLAB branches nationwide will be closed on Sunday, 20 April 2025']",False,,26edd312-c9d6-41d0-ab56-c45ba45d59b5
Synlab Ghana (Kumasi Ahodwo Depot),internalMedicine,[],[],[],False,,c29d812d-6601-4258-8315-4854a53984f1
Synlab Ghana (Kumasi Bantama Depot),familyMedicine,[],[],"['Category: Medical Laboratory', 'Current status: Closed now', 'Remains open for business throughout the Easter holidays to ensure uninterrupted diagnostic and laboratory services', 'Nationwide SYNLAB Ghana branches will be closed on Sunday 20 April 2025']",False,,58bc67a7-6aa4-470d-9795-e8e7db156d78
"Taifa Medical Centre - Accra, Ghana",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,601c711d-bd1d-480e-b226-d09411aa62c6
Taifa Polyclinic,familyMedicine,[],[],['Always open'],False,,6595df36-172e-4206-a146-0d533a0c9b39
Takoradi Family Health Specialist Hospital,familyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,74172a43-f026-432c-b42d-21848ac54316
Tamale Central Hospital,internalMedicine,['Offers general medical services'],[],"['Open 24 hours daily (7 days a week)', 'Government-owned primary hospital in Ghana', 'Provides general medical services', 'NHIS accredited']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b79f30af-263a-421d-8706-9cd5fb6c2353
Tamale West Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0788b965-cb3b-48b2-9edf-338124e4f677
Tamale West Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,fbf98c9c-5fe4-462e-b526-2837a4b1dbd9
Tarkwa Government Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,083fab2f-2ae3-472a-b789-fce939162d77
Tarkwa Municipal Hospital,generalSurgery,"['Offers general medical services', 'Accident and Emergency Unit']",['lab tools'],"['Is a government primary hospital', 'Provides general medical services', 'Open 24 hours daily', 'NHIS accredited', 'Total bed capacity is 152', 'Accident and Emergency Unit has 10 beds']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1ce9b045-06f4-46a4-96e3-d67c7ab14c01
Tatale District Catholic Hospital,internalMedicine,[],[],['District Hospital'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ddb8c153-3e74-4f42-90b0-ddfb0b8f3650
Tema Christian Eye Center,ophthalmology,['Provides eye care services to everyone'],[],"['Provides eye care services to everyone', 'Based in Tema, Ghana']",False,,90e01eb6-2424-44d5-8e94-c3cbf8dce997
Tema General Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,e5cc5c2e-c16e-4724-aba9-328614a24785
Tema General Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,57c53254-6174-443b-bdb0-c39dfda6b57a
Tema Polyclinic,familyMedicine,[],[],[],False,,16239f68-2f39-4f7d-a3b4-2789b6693bf8
Tema Women,gynecologyAndObstetrics,['Provides fertility consultation services'],[],"['Provides fertility consultation services', 'Open 24/7']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,09c1cd02-914a-47fc-aa09-b05cc588a861
Tema Women’s Hospital,gynecologyAndObstetrics,"['IVF', 'obstetrics and gynaecology', 'general clinic for inpatient and outpatient care']",[],"['obstetrics and gynaecology', 'IVF unit', 'general clinic for inpatient and outpatient care']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,319d19c2-133e-46ae-a6ef-9330336119a2
Tepa District Hospital,generalSurgery,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c65269dc-1fd4-4a38-a896-8ab61c3f13db
Tetteh Quarshie Memorial Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5e365180-1223-4f81-8df5-48512bd441ea
The Bank Hospital,internalMedicine,"['Emergency department operates 24/7', ""Laboratory ISO accreditation achieved in February 2025 (Ghana's first private lab to attain ISO accreditation)"", 'Launched a state-of-the-art call center on February 4, 2025']",[],['Emergency department operates 24/7'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,cb02f645-bb55-46ab-9d40-b307462dc3ea
The Bank Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,2f94995e-e48a-4c35-b540-5c1fc3600e2e
The Bank Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,a86d5487-d9cb-424d-8894-69105f6ccdcf
The Bank of Ghana Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,bb0ee859-3efa-4a19-b093-9c03343bbda6
The Brain and Sleep Medical Centre,internalMedicine,"['inpatient services', 'outpatient psychiatry', 'outpatient psychology', 'sleep study services', 'pickup services', 'psychiatry services', 'psychology/therapy services']",[],"['outpatient psychiatry and psychology services', 'sleep study services for sleep and stress issues']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,8f833ae8-1a82-4164-96c9-cfb3c30b9743
The Brain and Sleep Medical Centre,internalMedicine,"['drug rehabilitation services', 'sleep disorders treatment', 'management of sleep disorders and snoring problems']",[],"['Offers drug rehabilitation services', 'Offers psychiatry services', 'Operates as a mental health facility']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9bdbc37d-00b7-486b-9222-a601ff2df5dd
The Community Hospital Ashongman,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,127a8464-7035-42aa-aa87-5a094953660b
The Community Hospital New Ashongman,familyMedicine,[],[],"['Private primary hospital', 'Offers general medical services', 'NHIS accredited']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c4cebcd0-efad-411d-9386-1ace80ca9512
"The Community Hospital, Ashongman Estates",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5c4d98d1-3fd5-4f51-8dd5-35fac1c872b5
The David's Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,872bcc1a-e53e-4300-ad62-f0f4b718b0eb
"The Gordon’s Optometry - Dansoman High Street, Accra, Accra, Ghana",dentistry,[],[],[],False,,d08c6a9c-9219-4bab-9b02-bd7b9084ff07
The Hunger Project-Ghana,emergencyMedicine,"['Emergency response improvements in rural communities across the Eastern Region', 'Partnership between The Hunger Project-Ghana and The Church of Jesus Christ of Latter-day Saints (LDS Charities)', 'Focus on maternal and child health', 'Improved coordination between local health facilities and the National Ambulance Service']",[],"['Emergency response improvements in rural communities across the Eastern Region', 'Partnership between The Hunger Project-Ghana and The Church of Jesus Christ of Latter-day Saints (LDS Charities)', 'Focus on maternal and child health']",False,,4c752c00-575e-4586-a30a-652421dd676e
The Rock Hospital Accra,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,94a68f46-2990-4cb5-88dd-2c2ace91f263
The Salvation Army Health Services,internalMedicine,[],[],[],False,,6cb186fa-fc5c-4d5e-bf11-57a5efb702b4
"The Smile Restore Dental Clinics Accra (26 Mango Tree Avenue, Accra, Ghana)",dentistry,[],[],[],False,,315ef90a-33fb-4224-a24d-96d6c3b59314
The Specialist Dental Practice,dentistry,[],[],[],False,,0cf2417d-439d-4afc-bafe-2e98bf56e280
The Thyroid Ghana Foundation,internalMedicine,"['Offers awareness events', 'Offers partnership opportunities', 'Offers volunteering opportunities']",[],[],False,,858bc212-a1fd-42c4-861c-7681f76d16da
The Trust Hospital Company Limited,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c367dd51-c948-4c8e-8703-0ca1c800db21
"Third Eyecare and Vision Centre - Kanda highway, Accra, Ghana",ophthalmology,['Offers premier eyecare services'],[],['Page category: Ophthalmologist'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,d82eee1e-172d-487a-b3e0-a13f92462238
Tindonsobligo Clinic,internalMedicine,[],[],"['Operates as a hospital', 'Open 24/7']",False,,26921090-d867-4ad9-9228-310b654e02a5
TOCS Laboratory,internalMedicine,"['COVID-19 testing', 'Clinical Biochemistry']",[],"['Provides medical diagnostics services in Accra, Ghana', 'Offers COVID-19 testing', 'Clinical Biochemists participate in the Maintenance of Competence program']",False,,b95de3a7-7102-4994-9f14-098bef5e2a42
Tolon District Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,213686a6-b45e-4957-8e06-3f6b4da7c12d
TOP Herbal Clinic,familyMedicine,[],[],[],False,,b3311c9c-b1e2-459e-b852-2b5911d748c7
Top Herbal Clinic,familyMedicine,[],[],[],False,,bf0232e0-a673-41c3-a178-5e64f202a047
Tophill Hospital,generalSurgery,"['Offers 24-hour service', 'Provides general and specialized outpatient and inpatient services']",[],"['Offers 24-hour service', 'Provides general and specialized outpatient and inpatient services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,f78821c2-b882-4cfc-bbad-ec11fd03590f
"Trauma and Specialist Hospital, Winneba",emergencyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,4a0f77a4-d85f-429b-a33f-52329bebd280
Trust Hearing solutions,familyMedicine,"['hearing solutions', 'ENT services']",[],[],False,,dd7993c3-ea9e-4f2b-a6a9-ef3b9b76f672
